test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,wt_value,perturbed_value,comparison_baseline,comparison_baseline_value,ratio,log2_fold_change,direction_threshold,predicted_direction,expected_direction,correct,phenotype_node,complexity_score,complexity_label,path_length,converged,iterations,evidence_doi
T034,CRY1,overexpression,2.0,,,1.0,0.50012,WT,1.0,0.50012,-0.9997,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,24,10.1016/B978-0-12-801922-1.00007-5
T035,CRY1_CRY2,double_knockout,0.0,,,1.0,9.996577,WT,1.0,9.996577,3.3214,0.05,increased,increased,True,Hypocotyl_Length,2,medium,1,True,32,10.1016/B978-0-12-801922-1.00007-5
T036,CRY2,knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,30,10.1016/B978-0-12-801922-1.00007-5
T037,CRY2,overexpression,2.0,,,1.0,0.500195,WT,1.0,0.500195,-0.9994,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,22,10.1016/B978-0-12-801922-1.00007-5
T038,CTR1,knockout,0.0,,,1.0,1.004808,WT,1.0,1.004808,0.0069,0.05,unchanged,decreased,False,Hypocotyl_Length,1,easy,1,True,51,10.1007/s42994-021-00063-0
T039,DELLA,quintuple_knockout,0.0,,,1.0,9.900927,WT,1.0,9.900927,3.3076,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,44,10.1199/tab.0103
T040,DELLA_pentuple,quintuple_knockout,0.0,,,1.0,9.900927,WT,1.0,9.900927,3.3076,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,44,10.7554/eLife.03031
T041,DET1,knockout,0.0,,,1.0,10.144949,WT,1.0,10.144949,3.3427,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,51,10.1105/tpc.114.130666
T042,DET2,knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,30,10.1016/j.pbi.2014.07.012
T043,DWF4,knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,30,10.1016/j.pbi.2014.07.012
T046,EIN2,knockout,0.0,Ethylene,1.0,1.0,10.15961,mutant,10.144949,1.001445,0.0021,0.05,unchanged,unchanged,True,Hypocotyl_Length,2,medium,1,True,51,10.1105/tpc.110.076588
T047,EIN3,knockout,0.0,Ethylene,1.0,1.0,10.15961,mutant,10.144949,1.001445,0.0021,0.05,unchanged,unchanged,True,Hypocotyl_Length,2,medium,1,True,51,10.1105/tpc.110.076588
T048,EIN3,overexpression,2.0,,,1.0,0.497842,WT,1.0,0.497842,-1.0062,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,40,10.1105/tpc.110.076588
T049,EIN3_EIL1,double_knockout,0.0,Ethylene,1.0,1.0,10.15961,mutant,10.144949,1.001445,0.0021,0.05,unchanged,unchanged,True,Hypocotyl_Length,2,medium,1,True,51,10.1007/s42994-021-00063-0
T050,ELF3,knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,30,10.14348/molcells.2016.0126
T051,ELF3,knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,30,10.1038/nature10182
T052,ELF3_PIF4_PIF5,triple_knockout,0.0,,,1.0,9.952142,WT,1.0,9.952142,3.315,0.05,increased,decreased,False,Hypocotyl_Length,3,hard,1,True,51,10.1038/nature10182
T053,ELF4,knockout,0.5,,,1.0,1.999808,WT,1.0,1.999808,0.9999,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,24,10.1038/nature10182
T054,ETR1,gain_of_function,2.0,,,1.0,0.997122,WT,1.0,0.997122,-0.0042,0.05,unchanged,increased,False,Hypocotyl_Length,1,easy,1,True,40,10.1105/tpc.110.076588
T055,GA1,knockout,0.0,,,1.0,0.990641,WT,1.0,0.990641,-0.0136,0.05,unchanged,decreased,False,Hypocotyl_Length,1,easy,1,True,11,10.1199/tab.0103
T056,GA20ox1,knockout,0.0,,,1.0,0.990641,WT,1.0,0.990641,-0.0136,0.05,unchanged,decreased,False,Hypocotyl_Length,1,easy,1,True,11,10.1199/tab.0103
T057,GA3_treatment,exogenous_treatment,1.0,Gibberellin,1.0,1.0,0.997121,WT,1.0,0.997121,-0.0042,0.05,unchanged,increased,False,Hypocotyl_Length,1,easy,1,True,44,10.1199/tab.0103
T058,GA3ox1,knockout,0.0,,,1.0,0.990641,WT,1.0,0.990641,-0.0136,0.05,unchanged,decreased,False,Hypocotyl_Length,1,easy,1,True,11,10.1199/tab.0103
T059,GAI,gain_of_function,2.0,,,1.0,0.446763,WT,1.0,0.446763,-1.1624,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,50,10.1199/tab.0103
T060,GI,knockout,0.0,,,1.0,0.990641,WT,1.0,0.990641,-0.0136,0.05,unchanged,increased,False,Hypocotyl_Length,1,easy,1,True,11,10.1016/j.xplc.2024.100833
T061,GI,overexpression,2.0,,,1.0,1.001275,WT,1.0,1.001275,0.0018,0.05,unchanged,decreased,False,Hypocotyl_Length,1,easy,1,True,6,10.1016/j.xplc.2024.100833
T062,GID1A_GID1B_GID1C,triple_knockout,0.0,,,1.0,9.900927,WT,1.0,9.900927,3.3076,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,44,10.1199/tab.0103
T066,HFR1,knockout,0.0,,,1.0,9.996577,WT,1.0,9.996577,3.3214,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,32,10.14348/molcells.2016.0126
T068,HSFA1A_HSFA1B_HSFA1D,triple_knockout,0.0,,,1.0,0.990641,WT,1.0,0.990641,-0.0136,0.05,unchanged,decreased,False,Hypocotyl_Length,1,easy,1,True,11,10.1126/sciadv.adh1738
T069,HSFA1D,overexpression,2.0,,,1.0,1.001275,WT,1.0,1.001275,0.0018,0.05,unchanged,increased,False,Hypocotyl_Length,1,easy,1,True,6,10.1126/sciadv.adh1738
T070,HY5,knockout,0.0,,,1.0,9.996104,WT,1.0,9.996104,3.3214,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,42,10.1111/tpj.14556
T071,HY5_HYH,double_knockout,0.0,,,1.0,9.900659,WT,1.0,9.900659,3.3075,0.05,increased,increased,True,Hypocotyl_Length,2,medium,1,True,42,10.1111/tpj.14556
T072,HYH,knockout,0.0,,,1.0,0.990641,WT,1.0,0.990641,-0.0136,0.05,unchanged,increased,False,Hypocotyl_Length,1,easy,1,True,11,10.1111/tpj.14556
