network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Lateral Root Density,E0781,ZINC,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0782,GPXS,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0783,increasing NaCl leve,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0784,ABCB29,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0785,CANAC46,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0786,NR,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0787,low nutrients,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0788,ATMYB56,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0789,Mean fluorescence in,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0790,DEI1,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0791,TOLS2,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0792,2-undecanone-exposed,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0793,TaMOR overexpression,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0794,BPCS,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0795,BIK1,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0796,Ectopic expression o,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0797,DELTANYDA1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0798,Localized dexamethas,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0799,ATIAA17,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0800,ATBAK1,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0801,NSAID,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0802,ATDOF5.4,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0803,PSKR,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0804,L4,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0805,AIR12,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0806,endocytic pathways,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0807,Zn excess (75 μM; Zn,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0808,GLV6,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0809,ATIRT1,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0810,TSI4,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0811,Growing plant(s) on ,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0812,Metarhizium robertsi,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0813,sbt3.8 loss-of-funct,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0814,ATCSN1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0815,Synthetic coumarin d,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0816,CHD3,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0817,Target gene(s),GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0818,PS01,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0819,JCERF035,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0820,TDIF,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0821,NH(4,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0822,low nitrate concentr,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0823,R59022,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0824,new root(s) meristem,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0825,PULEGONE,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0826,RGI,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0827,ALMT1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0828,nitrate transport,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0829,DEX,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0830,EARTHWORMS,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0831,BBX16,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0832,IAA28,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0833,overexpression of ta,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0834,PP,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0835,CRISPR,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0836,osmotic pressure,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0837,Rose bengal,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0838,Unidentified isolate,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0839,DEWAX,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0840,VI,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0841,ATNGR2,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0842,P-limiting condition,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0843,SMB,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0844,YUC9,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0845,M. hyalina,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0846,WCS365,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0847,RLK7,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0848,IAA13,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0849,HSL,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0850,Hanseniaspora opunti,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0851,ABCG18,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0852,B. megaterium,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0853,PHL,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0854,Overexpression of Os,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0855,Defect in plastid fu,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0856,ATILP,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0857,BRON,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0858,3-3-2 tetramines,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0859,8-bromo-cGMP,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0860,AHP6,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0861,EXPANSINS,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0862,PENAC1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0863,BIG,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0864,Higher order mutants,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0865,pteridic acids,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0866,rhizobacteria n,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0867,MIR399B,REGULATORY_RNA,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0868,MAX2,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0869,AHL,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0870,Exogenous applicatio,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0871,CYP79A2,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0872,ATCTR1,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0873,P. lurida,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0874,ATXTH19,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0875,high phosphate,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0876,aspergimarins A-F,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0877,CMTCP20,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0878,EMB30,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0879,ANAC091,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0880,High C:N ratios,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0881,Local activation of ,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0882,C10-HSL,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0883,CU50,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0884,rhizobacteria L,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0885,KT,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0886,K(+) shortage,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0887,APEM10,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0888,StDRO1 expression,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0889,VC,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0890,MIR167A,REGULATORY_RNA,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0891,COLD,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0892,NLS,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0893,Low levels of exogen,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0894,LSH8,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0895,BARK1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0896,3-3-5 tetramines,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0897,TaNAC1 overexpressio,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0898,overexpression of Zm,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0899,higher stress levels,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0900,UV,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0901,GmNAC004 transgenic ,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0902,Compound 5,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0903,NF-YA8,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0904,BURKHOLDERIA,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0905,HD2D,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0906,transgenic VHb A. th,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0907,NES,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0908,YC7007,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0909,lack of nitrate,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0910,E-64 cysteine-protea,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0911,plant(s) expansin,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0912,short-term low light,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0913,Apoplastic acidifica,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0914,DC3000,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0915,cell expansion,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0916,increased accumulati,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0917,CGMP,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0918,ARAC4,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0919,IPyA Analogs,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0920,C12,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0921,Wild-type A. thalian,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0922,CDC27B,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0923,CaM-IQMs,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0924,NH₄⁺,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0925,PGMADS44,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0926,PPBO,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0927,AMIGORBR,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0928,ATWRKY29,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0929,phytochrome D,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0930,L7,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0931,BES1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0932,subtle defects,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0933,UGT76C2,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0934,Increasing number of,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0935,treatment with radia,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0936,APO14,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0937,R. solanacearum infe,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0938,Cu treatment,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0939,Sequence of events,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0940,Mild nitrogen defici,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0941,PP5,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0942,TIBA,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0943,GBETAGAMMA1,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0944,TaPP2AbB-alpha,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0945,Constitutive GhNAC2 ,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0946,QTL,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0947,CLE16,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0948,Twenty four compound,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0949,ARABIDILLO-1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0950,KINETIN,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0951,salinity stress,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0952,100 mM salt stress,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0953,Co-cultivation of A.,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0954,CLE17,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0955,over-expression of m,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0956,GB03,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0957,yda1 mutants,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0958,ATHKT1,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0959,YA8,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0960,Al toxicity,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0961,N-decanoyl-L-homoser,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0962,high concentrations ,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0963,MIRMAN,REGULATORY_RNA,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0964,Low Mg,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0965,expressing stabilize,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0966,AtAucsia-1 mutation,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0967,0.1 μg ml-1 Tm,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0968,DKPS,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0969,root-bending respons,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0970,ASP,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0971,SHM1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0972,naxillin-resistant m,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0973,CK2,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0974,SORTIN2,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0975,nac056 gene(s) mutat,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0976,SPK1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0977,SLS,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0978,Fermentation extract,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0979,ATMYB29,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0980,RNA,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0981,chloroplast defects,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0982,CKRC1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0983,MS,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0984,alpha-ketoglutarate,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0985,SPA1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0986,MCLE26PN12A,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0987,Spliceostatin C,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0988,TDP3,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0989,G3A,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0990,OxPtNA9 lines,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0991,Burkholderia phytofi,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0992,rhizobacteria K,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0993,H2S,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0994,Perturbations to pho,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0995,PR-1-LIKE,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0996,Overexpressing KoPIP,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0997,Application of retin,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0998,EE,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0999,ELF4,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1000,PHT1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1001,CASL1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1002,Pi starvation respon,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1003,ALF1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1004,PsJN inoculation,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1005,dark growth,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E1006,ATCOL3,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1007,Over-expression of Z,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1008,G-protein complexes,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E1009,mechanical manipulat,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1010,K2SIO3,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1011,mycosubtilin homolog,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1012,TRP,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1013,prr579 mutant,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E1014,Fe-dependent inhibit,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1015,MIZ1,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1016,Azospirillum brasile,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1017,AHK,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1018,StDRO1 overexpressio,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1019,xylem-pole pericycle,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1020,ISOLATES,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1021,"benzeneacetic acid, ",GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1022,PRR579,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E1023,GaJAZ5-expressing li,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1024,AT-HSFB4,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1025,CYC3,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1026,IBR3,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E1027,extracellular metabo,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1028,Pseudomonas oryzihab,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1029,LRD5,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1030,Overexpression of Pp,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1031,PSEUDOMONAS,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1032,CLEL,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1033,Overexpression of Pe,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1034,FAB1C,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1035,Gbeta subunit,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E1036,phosphate deprivatio,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1037,PPP,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1038,overexpression of Dc,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E1039,ATS4,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E1040,"abp1-8, abp1-9, and ",GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
